word,percentage_known,Prevalence,concreteness,AoA,valence,arousal,dominance
jar,0.99,2.32,5.00,2.00,5.71,2.77,5.26
jargon,0.97,1.85,2.07,12.00,4.85,3.95,5.25
jasmine,1.00,2.34,4.55,13.00,6.74,3.70,5.75
javelin,0.96,1.67,4.90,8.00,5.24,3.89,5.71
jaw,1.00,2.58,4.87,2.00,4.41,4.09,5.84
jawbone,0.99,2.11,4.96,2.00,4.63,4.19,5.65
jaws,0.99,2.26,4.46,2.00,4.42,5.91,4.68
jazz,1.00,2.44,3.90,4.00,6.57,6.05,6.42
jealous,0.99,2.32,2.17,4.00,2.38,5.90,4.68
jealousy,0.99,2.18,1.80,4.00,2.58,5.45,3.89
jean,0.98,1.96,4.69,4.00,6.05,2.41,5.19
jeans,0.99,2.26,5.00,2.00,5.47,3.95,6.26
jeep,0.99,2.33,4.80,2.00,5.53,4.05,5.00
jelly,0.99,2.33,4.93,2.00,5.90,3.63,5.68
jellyfish,0.99,2.33,4.93,2.00,4.90,3.73,4.00
jeopardize,0.98,1.97,1.74,6.00,3.10,6.15,3.65
jeopardy,1.00,2.42,1.93,10.00,3.84,4.23,4.32
jerk,1.00,2.58,3.26,2.00,2.43,6.45,4.84
jerky,0.98,2.00,3.74,4.00,4.74,4.00,4.21
jest,0.99,2.19,2.15,8.00,6.20,4.21,5.64
jester,0.98,1.93,4.64,6.00,4.53,4.75,5.35
jet,0.99,2.24,4.77,2.00,6.74,5.26,5.44
jewel,1.00,2.44,4.96,2.00,6.68,3.83,5.10
jeweler,0.98,1.90,4.61,4.00,5.95,3.73,5.73
jewelry,0.97,1.83,4.82,2.00,7.00,3.38,6.19
jiffy,0.99,2.16,2.33,6.00,6.09,4.89,6.05
jig,0.99,2.17,3.85,4.00,4.95,4.95,5.33
jiggle,0.99,2.06,3.52,6.00,6.15,5.22,4.88
jigsaw,0.99,2.10,4.78,4.00,5.05,4.00,6.57
jihad,0.90,1.28,2.73,14.00,2.32,5.35,3.08
jingle,1.00,2.35,3.70,4.00,5.16,4.33,5.81
jinx,0.98,1.90,2.03,6.00,3.59,4.95,4.16
jittery,0.99,2.12,3.17,4.00,3.35,4.89,3.50
jive,0.97,1.77,2.54,6.00,6.32,5.68,5.29
job,1.00,2.43,3.19,2.00,5.64,4.00,4.44
jockey,1.00,2.43,4.59,4.00,4.95,4.84,5.62
jog,1.00,2.58,3.63,6.00,5.81,3.43,6.35
join,0.99,2.27,2.86,2.00,5.83,3.90,4.94
joint,0.99,2.23,4.37,4.00,5.32,4.50,6.16
joke,1.00,2.58,2.90,2.00,7.88,5.73,5.79
joker,1.00,2.58,3.93,4.00,5.67,4.21,5.05
jolly,0.99,2.25,2.34,2.00,7.47,5.95,7.40
jolt,0.99,2.19,3.41,6.00,4.43,6.63,4.76
jot,0.95,1.58,3.30,12.00,4.79,4.00,5.77
journal,1.00,2.58,4.63,4.00,5.91,3.23,6.31
journalism,1.00,2.34,2.37,6.00,4.95,4.22,5.67
journalist,1.00,2.58,4.04,6.00,5.30,3.86,6.15
journey,1.00,2.58,2.57,2.00,6.65,4.89,6.77
joust,0.98,1.97,4.03,10.00,4.90,5.61,5.11
joy,1.00,2.58,2.37,2.00,8.21,5.55,7.00
joyful,1.00,2.43,2.12,2.00,8.21,5.53,7.05
joyous,0.99,2.32,2.19,6.00,7.45,6.62,6.25
jubilee,0.98,1.91,2.29,6.00,7.05,5.20,6.35
judge,1.00,2.58,3.75,2.00,3.89,4.50,3.78
judgment,0.96,1.74,1.68,6.00,4.65,4.27,5.54
judicial,1.00,2.34,2.12,6.00,4.00,4.59,4.90
judo,0.95,1.57,4.32,4.00,5.79,4.50,6.17
jug,0.99,2.31,4.96,2.00,5.45,3.73,5.45
juggle,0.99,2.33,4.04,4.00,5.84,5.14,4.70
juggler,0.99,2.10,4.50,2.00,6.30,4.05,5.23
jugular,0.99,2.07,4.19,12.00,5.20,4.56,4.84
juice,1.00,2.45,4.89,2.00,6.90,4.60,5.74
juicy,0.99,2.31,3.96,2.00,7.05,4.70,5.48
jukebox,1.00,2.44,4.93,4.00,6.76,4.90,5.67
jumbo,0.99,2.09,3.24,4.00,4.90,4.24,4.92
jump,1.00,2.58,4.52,2.00,6.44,5.14,5.72
jumper,1.00,2.44,4.03,6.00,4.55,3.76,5.00
jumpy,1.00,2.34,2.63,4.00,4.80,5.45,4.47
junction,1.00,2.43,3.96,6.00,5.21,3.86,6.36
juncture,0.97,1.80,3.00,12.00,5.25,4.08,5.79
jungle,1.00,2.44,4.66,2.00,5.70,4.06,4.50
junior,1.00,2.44,3.50,4.00,5.36,4.15,6.26
juniper,0.97,1.84,4.41,12.00,6.33,3.27,5.30
junk,1.00,2.44,3.88,2.00,3.57,3.95,4.86
junkie,0.99,2.10,3.85,8.00,2.50,4.62,3.82
jurisdiction,0.98,1.94,2.07,10.00,4.68,3.95,4.33
juror,0.94,1.56,4.29,6.00,4.65,4.50,5.08
jury,1.00,2.58,4.64,4.00,4.23,5.20,5.21
justice,0.99,2.32,1.45,4.00,6.80,5.40,6.31
justifiable,0.99,2.31,1.86,6.00,6.10,3.58,5.84
justification,0.99,2.31,1.52,8.00,5.68,4.09,6.48
justify,0.99,2.23,1.45,6.00,6.17,3.20,6.04
juvenile,1.00,2.43,3.31,6.00,3.74,3.85,4.12
kale,0.97,1.78,4.81,14.00,5.79,3.29,5.50
kamikaze,0.93,1.47,3.38,12.00,3.58,4.68,3.87
kangaroo,0.99,2.31,4.86,2.00,6.45,4.27,5.37
kaput,0.84,0.97,2.15,12.00,3.95,4.45,4.52
karma,0.99,2.11,1.93,14.00,6.28,4.18,3.29
kayak,0.98,1.94,4.70,6.00,5.68,3.77,5.43
keel,0.91,1.30,3.48,8.00,4.64,4.15,5.74
keen,0.99,2.07,1.61,6.00,6.72,3.21,5.52
keep,1.00,2.44,2.37,2.00,6.32,3.43,5.71
keeper,1.00,2.43,3.00,4.00,5.89,3.81,4.83
keepsake,0.99,2.24,3.89,6.00,6.73,4.43,5.95
keg,0.99,2.12,4.75,6.00,5.65,4.52,6.33
kelp,0.94,1.53,4.90,13.00,5.00,3.46,5.18
kennel,0.98,2.04,4.73,6.00,4.64,3.67,5.73
kerchief,0.90,1.24,4.85,4.00,5.31,2.95,5.10
kernel,0.98,1.92,4.21,8.00,5.23,3.87,5.53
kerosene,0.97,1.77,4.96,6.00,3.86,4.00,5.34
ketchup,0.99,2.23,5.00,2.00,6.03,3.85,5.48
kettle,1.00,2.44,4.75,2.00,5.67,3.10,5.68
key,0.99,2.31,4.89,2.00,6.22,3.90,6.75
keyboard,1.00,2.43,4.93,6.00,5.17,3.59,5.13
keyhole,0.99,2.24,4.63,2.00,5.39,3.96,5.74
keynote,0.99,2.18,2.97,8.00,5.67,3.10,5.84
khaki,0.97,1.88,4.19,10.00,5.05,2.64,6.08
kick,1.00,2.44,4.33,2.00,4.55,5.10,5.10
kickoff,0.99,2.14,4.41,2.00,4.95,5.00,6.11
kid,0.99,2.27,4.56,2.00,7.23,4.71,4.83
kiddo,0.90,1.26,3.16,8.00,5.65,4.68,5.26
kidnap,0.99,2.33,3.83,4.00,2.19,5.59,2.37
kidney,1.00,2.43,4.96,4.00,4.90,3.95,5.44
kids,1.00,2.44,4.61,2.00,6.48,5.69,5.13
kill,0.99,2.24,3.90,2.00,1.81,6.81,3.61
killer,1.00,2.44,3.31,2.00,1.74,7.05,4.43
killing,1.00,2.35,3.43,12.00,1.95,5.52,4.47
killjoy,0.96,1.72,2.42,6.00,3.84,4.14,4.05
kilo,0.98,1.99,3.17,10.00,4.29,3.26,5.19
kilometer,0.99,2.24,4.07,6.00,5.52,4.10,4.81
kilt,0.99,2.10,4.71,6.00,5.12,4.74,4.81
kimono,0.92,1.36,4.43,4.00,5.90,3.77,5.08
kin,0.98,1.99,4.10,6.00,5.85,3.00,5.05
kind,0.99,2.24,2.07,2.00,7.78,3.19,7.62
kindergarten,0.98,1.93,3.90,2.00,6.62,3.09,6.17
kindling,0.99,2.25,3.76,6.00,5.45,4.05,5.85
kindness,1.00,2.58,1.74,4.00,7.65,3.96,6.95
kindred,0.98,1.94,1.86,12.00,6.47,3.23,5.46
kinetic,0.99,2.24,2.24,13.00,5.11,4.95,5.29
king,1.00,2.34,4.10,2.00,6.00,4.45,5.53
kingdom,0.99,2.24,3.76,6.00,6.74,4.20,6.75
kingpin,0.96,1.65,3.48,12.00,4.37,5.14,5.17
kink,0.98,1.91,3.57,6.00,5.29,4.80,4.82
kinky,0.98,2.01,2.31,8.00,5.71,5.52,5.33
kinship,0.97,1.87,2.21,6.00,7.53,4.65,6.26
kiosk,0.97,1.87,4.58,14.00,5.00,3.35,5.10
kiss,1.00,2.35,4.48,2.00,7.78,6.05,6.52
kisser,0.99,2.18,3.70,4.00,7.33,5.85,5.38
kit,1.00,2.33,4.47,2.00,6.10,3.68,6.29
kitchen,1.00,2.43,4.97,2.00,6.17,3.52,5.89
kite,0.99,2.08,5.00,4.00,6.90,4.20,6.24
kitten,1.00,2.33,4.86,2.00,7.58,3.19,6.67
kiwi,0.99,2.33,4.86,12.00,6.11,3.65,5.50
knack,0.98,2.03,2.05,10.00,5.68,3.77,5.71
knapsack,0.98,1.95,4.90,6.00,5.30,3.86,5.50
knee,1.00,2.45,5.00,2.00,4.70,4.25,5.38
kneecap,1.00,2.42,4.70,4.00,4.55,3.74,5.46
kneel,0.98,2.05,4.31,2.00,4.00,3.18,4.88
knickers,0.99,2.24,4.54,8.00,5.74,3.70,4.09
knife,1.00,2.35,4.90,2.00,4.33,4.86,5.29
knighthood,1.00,2.44,2.78,8.00,6.20,4.86,5.81
knit,1.00,2.34,4.41,2.00,5.85,3.35,6.44
knob,1.00,2.43,4.75,2.00,5.21,3.05,5.35
knock,1.00,2.58,4.24,2.00,5.44,3.95,5.11
knockout,1.00,2.43,3.56,4.00,4.95,5.91,4.11
knoll,0.95,1.59,4.27,10.00,5.09,3.68,5.55
knot,1.00,2.44,4.87,2.00,4.57,3.84,6.04
know,1.00,2.58,1.68,2.00,6.82,3.24,5.78
knowledge,1.00,2.34,1.73,4.00,7.28,4.86,7.20
knowledgeable,1.00,2.33,1.92,12.00,7.95,4.65,7.19
knuckle,0.99,2.19,4.93,4.00,4.68,4.32,4.95
knucklehead,0.99,2.25,2.19,6.00,3.79,4.82,4.64
koala,0.96,1.72,4.77,10.00,6.65,3.73,6.62
kooky,0.91,1.32,1.96,2.00,6.42,5.67,5.30
kosher,0.98,1.97,3.07,12.00,4.68,3.06,6.12
kudos,0.99,2.08,2.00,14.00,6.95,4.27,6.95
kumquat,0.88,1.18,4.88,12.00,6.10,2.75,4.59
lab,1.00,2.44,4.69,2.00,4.57,4.35,6.68
label,1.00,2.44,4.46,4.00,4.79,3.38,5.48
labor,0.97,1.85,3.08,6.00,4.74,5.23,5.41
laboratory,1.00,2.44,4.46,6.00,5.14,4.38,4.77
laborer,0.98,2.00,4.28,4.00,4.71,4.08,5.21
labyrinth,0.98,1.89,4.22,12.00,4.84,4.24,3.80
lace,1.00,2.44,4.85,4.00,6.58,3.75,6.70
lack,0.99,2.18,2.04,6.00,3.68,2.24,5.46
lackey,0.89,1.22,3.26,14.00,4.32,4.00,4.13
lacquer,0.95,1.56,4.28,6.00,4.95,3.30,5.00
lacrosse,0.98,1.95,4.28,12.00,5.29,3.70,4.84
lactose,0.99,2.15,4.18,12.00,4.44,3.44,4.26
lad,0.99,2.17,4.28,2.00,6.19,3.60,5.00
ladder,0.99,2.25,5.00,2.00,5.32,4.09,5.56
ladle,0.96,1.72,4.90,10.00,5.11,2.82,5.42
lady,1.00,2.43,4.33,2.00,6.91,4.05,5.87
ladybug,0.99,2.17,4.92,2.00,6.90,3.45,5.33
ladylike,0.98,2.04,2.18,6.00,5.68,3.77,5.37
lag,0.99,2.16,3.04,6.00,3.90,4.00,4.57
lager,0.93,1.42,4.64,12.00,5.40,3.11,5.64
lagoon,0.99,2.16,4.50,8.00,6.23,3.56,4.62
lair,0.99,2.19,3.76,8.00,5.00,5.35,5.12
lake,1.00,2.44,4.88,2.00,7.13,2.64,5.36
lamb,1.00,2.35,4.97,2.00,6.30,3.32,5.72
lame,0.99,2.24,2.52,4.00,3.20,2.74,3.45
lament,0.99,2.15,1.75,12.00,4.16,3.33,3.47
lamp,1.00,2.44,4.97,2.00,5.74,2.71,6.04
lamppost,0.92,1.37,4.66,4.00,5.29,2.76,6.17
lance,0.97,1.88,4.07,8.00,4.70,3.60,5.17
land,1.00,2.42,4.57,2.00,6.61,3.05,5.94
landfall,0.97,1.78,3.46,14.00,4.95,3.45,5.04
landing,1.00,2.58,3.87,4.00,5.09,3.62,5.62
landlady,0.98,1.91,4.22,6.00,4.10,4.90,4.52
landlord,1.00,2.58,4.66,6.00,3.50,3.95,4.64
landmark,0.99,2.18,4.10,6.00,6.00,4.15,5.50
landscape,0.99,2.18,4.34,6.00,7.00,3.75,5.00
landslide,0.99,2.24,4.36,4.00,4.76,5.89,3.81
lane,1.00,2.44,4.66,2.00,5.29,3.95,6.95
language,1.00,2.35,2.35,2.00,6.38,3.70,7.37
lanky,0.97,1.83,3.12,6.00,5.71,4.32,5.11
lantern,1.00,2.43,5.00,2.00,5.37,3.21,5.24
lap,0.99,2.24,4.11,4.00,5.89,3.45,5.26
lapel,0.94,1.54,4.56,8.00,5.74,3.17,5.21
lapse,0.98,1.89,2.85,10.00,4.35,3.11,3.59
larceny,0.90,1.26,2.60,10.00,3.10,5.44,4.29
lard,0.99,2.24,4.88,4.00,3.55,2.95,4.18
large,1.00,2.58,3.37,2.00,5.77,5.35,5.05
lark,0.98,2.04,4.28,4.00,5.19,3.52,4.96
laryngitis,0.95,1.62,4.37,6.00,3.14,3.56,4.06
larynx,0.95,1.59,4.50,10.00,4.45,4.00,5.84
lasagna,0.97,1.80,4.89,8.00,7.10,5.04,5.89
laser,0.99,2.19,4.50,14.00,5.64,5.09,5.52
lash,0.99,2.16,3.79,4.00,4.63,4.65,5.20
lasso,0.91,1.34,4.74,4.00,5.33,4.67,4.68
lasting,0.99,2.17,2.30,2.00,6.67,3.33,6.33
latch,0.99,2.32,4.79,6.00,5.00,3.09,4.78
late,1.00,2.35,2.60,2.00,3.32,5.57,4.22
latent,0.97,1.85,1.81,14.00,4.48,3.04,4.11
lateral,0.99,2.24,3.50,12.00,5.43,4.11,4.68
latex,1.00,2.44,4.77,6.00,3.95,3.72,5.54
lather,0.98,2.06,3.77,6.00,5.57,4.39,6.16
latitude,0.98,2.05,2.54,13.00,4.82,3.74,5.47
latrine,0.94,1.48,4.62,12.00,4.00,3.82,5.56
laugh,1.00,2.58,4.21,2.00,7.56,6.62,7.39
laughable,0.99,2.33,2.07,6.00,6.21,5.60,5.46
laughter,1.00,2.58,4.22,6.00,8.05,5.39,7.02
launch,0.99,2.32,3.70,4.00,6.40,5.26,6.75
launder,0.97,1.84,3.18,4.00,5.15,3.57,5.36
laundry,1.00,2.43,4.93,2.00,5.15,4.50,6.09
lava,0.99,2.19,4.82,4.00,4.33,5.26,3.12
lavatory,0.97,1.81,4.81,8.00,5.18,4.21,5.57
lavender,0.99,2.32,4.52,6.00,6.90,3.81,6.03
lavish,0.99,2.26,2.31,10.00,6.79,4.88,5.88
law,1.00,2.33,2.57,2.00,4.55,3.55,4.83
lawful,1.00,2.43,2.46,4.00,6.26,3.70,5.71
lawless,1.00,2.43,3.03,6.00,3.10,4.17,3.94
lawlessness,0.98,1.98,2.58,6.00,2.61,4.73,3.54
lawn,1.00,2.33,4.93,2.00,6.05,2.62,6.04
lawsuit,0.99,2.25,2.94,6.00,2.84,5.39,3.20
lawyer,1.00,2.58,4.70,4.00,3.94,3.95,3.56
lax,0.96,1.71,2.36,10.00,4.43,3.12,5.33
laxative,0.99,2.32,4.07,6.00,3.10,4.14,3.00
lay,0.99,2.20,3.86,4.00,6.18,3.70,6.32
layaway,0.89,1.20,2.83,6.00,5.29,3.90,5.35
layer,1.00,2.42,3.52,6.00,5.20,3.45,6.04
layman,0.97,1.80,2.96,13.00,5.10,3.48,5.11
layout,1.00,2.34,3.38,4.00,4.95,3.52,4.95
layover,0.97,1.83,2.93,10.00,3.37,4.10,2.63
laziness,0.99,2.31,2.21,4.00,3.90,2.76,4.95
lazy,1.00,2.33,2.67,2.00,3.05,3.05,5.79
lead,0.99,2.32,4.10,2.00,5.56,3.95,5.22
leader,1.00,2.34,3.89,2.00,6.24,4.96,6.30
leadership,1.00,2.58,2.43,2.00,6.00,4.76,6.84
leaf,0.99,2.26,5.00,2.00,6.16,3.05,5.54
leafy,0.99,2.24,3.89,4.00,5.95,3.57,5.88
league,1.00,2.58,3.46,6.00,5.35,4.25,6.28
leak,1.00,2.43,4.28,2.00,4.00,5.43,4.57
leakage,0.99,2.12,3.44,6.00,3.52,5.23,3.67
leaky,0.99,2.33,3.57,2.00,3.95,4.33,4.59
lean,1.00,2.45,3.00,2.00,6.35,3.32,5.84
leap,1.00,2.34,3.86,2.00,4.80,4.00,5.33
learn,0.99,2.32,2.20,2.00,6.85,4.80,7.00
learner,0.99,2.10,3.28,2.00,6.40,4.23,7.14
leash,0.99,2.18,4.89,8.00,5.25,3.00,4.32
leather,1.00,2.44,4.82,4.00,5.84,3.57,5.32
leave,1.00,2.58,2.53,2.00,4.68,4.48,5.47
lecture,1.00,2.44,3.79,4.00,4.00,3.16,4.50
lecturer,0.99,2.10,4.34,4.00,4.42,3.48,4.88
ledge,1.00,2.34,4.72,4.00,5.24,4.95,4.36
ledger,0.97,1.85,4.36,12.00,5.33,3.24,5.87
leech,0.98,1.96,4.33,6.00,2.43,4.09,4.50
leeway,0.95,1.63,1.96,8.00,5.26,3.88,6.11
leftover,0.99,2.20,4.15,2.00,4.59,4.27,5.54
leg,1.00,2.43,4.83,2.00,6.22,2.75,5.50
legacy,1.00,2.42,1.40,12.00,7.38,4.75,5.67
legal,0.99,2.31,1.79,4.00,5.24,3.35,6.68
legend,1.00,2.34,2.96,6.00,6.86,5.13,6.78
legendary,0.99,2.24,2.04,8.00,6.86,6.61,6.95
legion,0.99,2.06,2.69,8.00,5.32,4.18,4.87
legislation,0.99,2.11,3.14,6.00,3.55,4.09,3.85
legislature,0.97,1.85,2.54,6.00,3.55,3.22,4.48
legitimacy,1.00,2.34,2.07,12.00,5.55,4.09,6.37
legitimate,1.00,2.33,1.63,10.00,5.70,3.94,6.29
leisure,0.99,2.12,2.03,6.00,7.40,4.48,6.68
leisurely,0.99,2.17,1.90,6.00,6.92,3.60,6.58
lemon,1.00,2.44,5.00,2.00,6.37,4.52,5.43
lemonade,1.00,2.58,4.83,2.00,7.05,4.63,6.00
lend,1.00,2.34,3.07,4.00,4.95,3.22,5.50
length,0.99,2.32,4.07,4.00,5.21,3.41,5.67
lengthy,0.99,2.24,3.24,4.00,4.40,3.39,5.24
leniency,0.95,1.57,1.71,12.00,5.80,3.78,5.71
lenient,0.95,1.64,1.96,10.00,5.52,3.61,5.54
lens,0.99,2.10,4.64,2.00,5.42,2.95,5.04
leopard,0.99,2.32,5.00,2.00,6.43,6.26,4.29
leotard,0.99,2.12,4.74,6.00,5.10,3.95,5.00
leper,0.92,1.38,3.74,8.00,3.30,4.24,2.88
leprechaun,0.98,1.93,3.97,10.00,6.00,5.11,4.43
leprosy,0.96,1.75,4.10,6.00,2.25,4.38,3.35
lesbian,1.00,2.43,4.21,10.00,5.76,6.04,5.34
lesion,0.90,1.27,4.38,12.00,2.95,5.62,4.13
lessen,0.95,1.64,2.23,6.00,4.50,4.08,4.73
lesson,0.99,2.32,2.79,4.00,5.57,3.80,6.79
let,1.00,2.58,2.26,4.00,5.95,2.71,6.06
lethal,1.00,2.33,3.04,12.00,2.48,5.64,4.72
letter,1.00,2.35,4.70,2.00,5.68,3.19,5.97
letterhead,0.97,1.79,4.31,6.00,4.68,3.27,6.32
lettering,0.96,1.72,4.41,6.00,5.14,3.12,5.42
lettuce,1.00,2.44,4.97,2.00,5.84,3.64,5.44
leukemia,0.98,1.91,3.57,8.00,1.47,5.75,2.83
level,1.00,2.33,2.86,2.00,5.72,2.15,5.61
lever,0.99,2.23,4.77,4.00,4.50,2.56,6.29
leverage,0.99,2.25,2.60,6.00,4.90,4.08,5.25
levitate,0.99,2.26,3.37,13.00,5.40,6.10,5.04
lewd,0.95,1.61,2.24,12.00,3.58,4.41,4.53
liability,1.00,2.44,1.96,10.00,3.45,4.58,4.24
liable,0.98,1.92,2.04,8.00,4.00,4.32,5.19
liaison,0.96,1.73,2.89,14.00,5.05,3.35,5.81
liar,1.00,2.34,3.43,2.00,2.41,6.60,4.74
libel,0.93,1.41,2.21,10.00,3.68,5.00,4.78
liberate,0.99,2.17,2.29,8.00,5.79,5.32,6.96
liberation,1.00,2.42,2.21,8.00,6.74,5.29,5.59
liberty,1.00,2.44,1.85,4.00,7.20,4.50,7.04
libido,0.96,1.66,2.63,14.00,6.86,5.68,4.95
librarian,0.99,2.16,4.40,2.00,6.38,1.75,5.00
library,0.99,2.15,4.80,2.00,6.33,2.52,6.35
lice,1.00,2.33,4.73,6.00,2.24,5.20,2.77
license,1.00,2.58,4.00,4.00,5.91,4.70,6.79
lick,1.00,2.33,4.52,2.00,6.38,6.20,5.97
lid,1.00,2.44,4.96,4.00,5.14,2.91,6.33
lie,1.00,2.44,3.11,4.00,2.39,4.81,4.72
lieutenant,0.98,1.98,4.41,6.00,4.91,4.10,5.28
life,1.00,2.44,2.69,2.00,6.68,5.59,5.89
lifeboat,0.99,2.30,4.48,2.00,5.84,3.96,5.70
lifeguard,1.00,2.33,4.47,2.00,6.35,4.64,5.73
lifeless,1.00,2.44,3.03,2.00,2.24,3.55,2.81
lifelike,0.98,1.90,2.74,6.00,6.16,4.32,5.39
lifeline,0.99,2.25,3.28,12.00,5.77,4.46,5.26
lifelong,0.98,1.94,1.92,4.00,6.76,4.32,6.74
lifer,0.83,0.96,3.28,12.00,3.74,4.55,4.32
lifetime,0.99,2.25,2.15,4.00,7.30,4.52,5.09
lift,0.99,2.26,3.89,2.00,5.32,4.90,6.84
ligament,0.99,2.24,4.33,10.00,4.19,3.16,4.89
ligature,0.78,0.77,3.81,12.00,4.05,4.12,4.42
light,0.99,2.25,4.21,2.00,6.55,3.52,5.89
lighten,0.99,2.32,2.93,4.00,6.21,3.14,5.45
lighthouse,1.00,2.44,4.96,2.00,6.24,3.67,6.24
lighting,1.00,2.44,4.38,4.00,6.52,4.92,6.18
lightness,0.99,2.10,2.60,6.00,6.37,4.50,5.88
lightning,0.98,2.05,4.59,4.00,5.34,6.75,4.00
lightweight,0.99,2.32,2.93,4.00,5.90,3.05,5.36
likable,0.95,1.61,1.93,8.00,6.83,4.23,7.35
like,1.00,2.58,1.89,2.00,7.44,4.40,6.28
likelihood,1.00,2.58,1.73,10.00,5.74,2.90,5.59
likely,0.99,2.17,1.76,6.00,6.90,4.42,6.14
likeness,1.00,2.43,2.22,6.00,6.60,4.27,6.43
lilac,0.99,2.18,4.69,6.00,6.95,3.64,6.24
lily,0.98,1.94,4.69,2.00,7.05,2.64,5.39
limb,0.99,2.26,4.64,4.00,4.42,2.70,6.37
limber,0.98,2.04,3.21,6.00,6.45,3.41,6.07
limbo,1.00,2.43,2.65,13.00,4.53,4.10,4.05
lime,0.99,2.23,4.96,4.00,6.10,3.83,6.23
limelight,0.98,1.95,2.54,10.00,6.05,5.47,5.86
limestone,0.99,2.25,4.59,12.00,5.05,2.83,5.61
limit,1.00,2.58,2.28,4.00,4.53,4.29,4.37
limitless,1.00,2.44,1.71,6.00,7.11,5.83,6.05
limp,0.99,2.11,4.15,4.00,2.81,3.00,4.45
line,0.99,2.32,4.50,2.00,4.82,3.24,4.89
lineage,0.99,2.23,3.15,12.00,5.32,3.37,5.45
linear,0.99,2.07,3.45,12.00,5.05,3.20,6.00
linebacker,0.95,1.61,4.69,6.00,5.42,4.41,4.50
linen,0.99,2.18,4.80,2.00,6.00,2.95,5.73
liner,0.98,1.97,4.20,4.00,4.79,3.71,5.57
linger,0.99,2.30,2.41,6.00,4.42,4.05,5.39
lingerie,0.98,1.90,4.87,8.00,6.89,5.18,5.87
lingo,0.97,1.88,2.27,8.00,5.33,3.30,5.28
linguist,0.99,2.13,3.72,10.00,5.00,3.71,5.59
linguistics,0.99,2.23,2.63,12.00,6.37,2.76,5.87
link,1.00,2.58,3.43,6.00,5.90,3.15,5.91
linoleum,0.95,1.58,4.85,6.00,4.47,2.77,5.54
lint,0.98,2.01,4.96,4.00,4.30,2.44,4.75
lion,1.00,2.44,4.96,2.00,5.84,5.29,4.86
lip,0.99,2.26,4.96,2.00,6.38,4.60,5.95
lipstick,1.00,2.34,4.90,2.00,6.35,4.00,5.58
liqueur,0.95,1.63,4.64,13.00,4.74,5.05,5.73
liquid,1.00,2.44,4.72,4.00,5.35,3.67,6.16
liquidate,0.98,2.05,2.79,12.00,3.95,4.36,4.36
liquor,0.99,2.24,4.73,2.00,4.85,5.85,4.50
lisp,0.98,1.95,3.86,8.00,3.90,3.78,3.50
list,1.00,2.58,4.43,2.00,5.89,2.55,5.61
listen,1.00,2.43,3.47,2.00,6.91,3.76,5.56
listener,0.99,2.32,3.46,6.00,6.10,3.83,5.67
listless,0.97,1.79,2.07,8.00,3.84,3.33,4.67
liter,0.87,1.10,4.24,12.00,4.37,3.65,5.16
literacy,1.00,2.34,2.04,8.00,7.55,3.95,6.36
literal,1.00,2.58,1.53,10.00,5.84,4.35,6.32
literary,1.00,2.44,2.32,8.00,5.95,3.90,6.43
literature,1.00,2.58,4.10,4.00,6.43,3.70,6.06
lithium,0.98,2.00,4.13,13.00,4.75,3.50,4.79
litigation,0.98,1.89,2.96,14.00,3.80,4.33,4.21
litter,1.00,2.44,4.47,4.00,2.58,3.80,5.70
little,1.00,2.43,3.67,2.00,5.91,4.20,5.18
live,1.00,2.43,3.57,2.00,7.95,4.71,6.50
livelihood,1.00,2.43,2.38,10.00,6.21,4.60,6.09
lively,1.00,2.34,2.36,2.00,7.12,6.10,6.86
liven,0.89,1.21,1.88,6.00,6.10,5.84,5.95
liver,1.00,2.42,4.68,4.00,4.19,3.27,4.67
livery,0.90,1.27,3.87,14.00,4.59,5.11,5.37
livestock,1.00,2.44,4.70,4.00,5.95,2.95,4.68
livid,0.98,1.96,2.52,12.00,3.42,5.38,4.55
lizard,0.99,2.33,4.68,2.00,5.43,5.50,5.86
llama,0.99,2.18,4.78,6.00,5.43,4.04,5.63
load,1.00,2.43,3.63,2.00,4.43,4.55,6.68
loaf,1.00,2.44,4.79,2.00,5.75,2.45,5.32
loafer,0.98,1.94,4.20,4.00,4.05,3.63,5.05
loan,1.00,2.58,3.72,4.00,4.19,3.30,3.77
loathe,0.99,2.17,2.04,12.00,2.68,5.18,4.77
loathing,0.99,2.32,1.89,12.00,2.42,4.50,3.95
loathsome,0.99,2.06,2.19,12.00,2.89,4.45,3.57
lobby,0.98,2.02,4.70,4.00,4.76,4.65,5.53
lobbyist,0.96,1.70,3.71,12.00,3.32,3.73,4.45
lobe,0.97,1.87,4.44,10.00,4.52,3.92,5.59
lobster,1.00,2.33,4.86,2.00,6.43,4.67,5.55
local,0.99,2.25,3.04,6.00,6.77,3.80,6.68
locate,1.00,2.35,2.97,4.00,5.58,3.67,6.30
location,1.00,2.58,3.00,4.00,5.77,4.58,6.19
lock,1.00,2.44,4.65,2.00,4.56,3.00,4.11
locker,1.00,2.58,4.67,4.00,4.79,3.35,6.35
locket,0.99,2.19,4.82,4.00,5.71,3.39,5.20
locksmith,0.99,2.12,4.54,2.00,5.48,3.83,5.68
lockup,0.99,2.06,3.12,2.00,3.19,4.11,4.63
loco,0.84,1.00,1.88,6.00,4.53,4.80,4.21
locomotive,1.00,2.43,4.82,4.00,5.95,5.50,5.23
